blind_id,artist,track_title,collection,preview_url,source_query
p0214.ogg,London Symphony Orchestra & John Eliot Gardiner,"Overture to ""A Midsummer Night's Dream"", Op. 21: Allegro di molto",Mendelssohn: A Midsummer Night's Dream,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/20/64/01/2064018f-b979-9123-47c9-668b7df5ebe4/mzaf_10737991374289072358.plus.aac.p.m4a,romantic symphony
p0215.ogg,Kane Brown,Heaven,Kane Brown (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1b/ed/27/1bed272e-2eb2-6efc-7982-70fdd211f31d/mzaf_7613123197809879555.plus.aac.p.m4a,romantic symphony
p0216.ogg,Shaggy,Angel (feat. Rayvon),Hot Shot,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b0/57/89/b0578956-56fd-196e-5d7d-58868a6a2c1a/mzaf_13889189536173874228.plus.aac.p.m4a,romantic symphony
p0217.ogg,"Hallé, Sir Mark Elder & Lyn Fletcher",The Lark Ascending,"Vaughan Williams: Symphony No. 7 ""Sinfonia Antartica"" & Symphony No. 9",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/86/d9/2a/86d92a10-14e3-9932-7169-2c3b4e1fa4fc/mzaf_1595241753235501832.plus.aac.p.m4a,romantic symphony
p0218.ogg,Sarah Brightman,Time To Say Goodbye (Con Te Partirè) [feat. Andrea Bocelli],Romanza,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fa/7c/3a/fa7c3a65-c91b-53e1-a026-a3aaffc5a9d4/mzaf_15504646697983187634.plus.aac.p.m4a,romantic symphony
p0219.ogg,Hans Zimmer,Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest (Soundtrack from the Motion Picture),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d4/e1/f3/d4e1f36d-3dbb-ea41-c11f-ac13a3ff2162/mzaf_3223665131766879819.plus.aac.p.m4a,romantic symphony
p0220.ogg,Sir Colin Davis & London Symphony Orchestra,"Enigma Variations, Op. 36: Variation IX. Adagio ""Nimrod"" (Live)","Elgar: Enigma Variations, Introduction & Allegro (Live)",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4e/1d/1b/4e1d1b34-8d5b-eec4-f8d6-6e005d4ca057/mzaf_17574857515697515264.plus.aac.p.m4a,romantic symphony
p0221.ogg,Dan + Shay,All To Myself,Dan + Shay,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/75/75/a1/7575a17b-0771-55b4-c964-a8139daf4659/mzaf_1566836733425188153.plus.aac.p.m4a,romantic symphony
p0222.ogg,Iyaz,Replay,Replay - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/7c/91/67/7c916728-48c7-7cd6-0d82-1ee253bb067e/mzaf_1054678641743982446.plus.aac.p.m4a,romantic symphony
p0223.ogg,John Powell,Romantic Flight,How To Train Your Dragon (Music From the Motion Picture),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b3/2d/3d/b32d3d53-40ab-85f5-fb73-69f977193a2a/mzaf_258254067392708986.plus.aac.p.m4a,romantic symphony
p0224.ogg,Frank Sinatra,Have Yourself a Merry Little Christmas,A Jolly Christmas from Frank Sinatra (50th Anniversary Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/40/9a/9c/409a9cd4-3e3f-9de7-fd54-415d222ed767/mzaf_5069832685158933356.plus.aac.p.m4a,romantic symphony
p0225.ogg,The Verve,Bitter Sweet Symphony,Cruel Intentions (Music from the Original Motion Picture Soundtrack),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/71/67/6b/71676b4f-ed4c-a407-6807-d4b575467504/mzaf_10760070151791476697.plus.aac.p.m4a,romantic symphony
p0226.ogg,Seiji Ozawa & Boston Symphony Orchestra,"Romeo And Juliet, Op. 64, Act I: 13. Dance Of The Knights",50 Classical Masterworks,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/aa/45/89/aa4589b7-e19f-b5a2-911c-0cc1c6916c51/mzaf_15835940099143380953.plus.aac.p.m4a,romantic symphony
p0227.ogg,Ryan Hurd & Maren Morris,Chasing After You,Chasing After You - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/7b/12/36/7b12369d-be9c-1b08-ebaf-5820b6ff7e68/mzaf_5020852964893825640.plus.aac.p.m4a,romantic symphony
p0228.ogg,London Symphony Orchestra & Josef Krips,"Symphony No. 7 in A Major, Op. 92: II. Allegretto",Beethoven: The Complete Symphony Collection,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2d/dd/1d/2ddd1d0e-6e38-88d0-786f-8d427ad40f32/mzaf_15650359682586249842.plus.aac.p.m4a,romantic symphony
p0229.ogg,"Ed Sheeran, Chris Stapleton & Bruno Mars",BLOW,No.6 Collaborations Project,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d3/6f/65/d36f6546-0442-63c3-a9dd-85129a6ba5f3/mzaf_17651687746710562841.plus.aac.p.m4a,romantic symphony
p0230.ogg,The Supremes,I Hear a Symphony,I Hear A Symphony,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/73/da/e0/73dae095-e698-c2fc-19c0-f148d4910010/mzaf_16861245765366686094.plus.aac.p.m4a,romantic symphony
p0231.ogg,Lang Lang,"Grande Valse Brillante Op. 18, No. 1 in E-Flat Major",Lang Lang - The Chopin Album (incl. videos),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a6/b3/1c/a6b31cdd-3279-ae19-23d9-fe1011f74796/mzaf_10172240874397031937.plus.aac.p.m4a,romantic symphony
p0232.ogg,Leonard Bernstein & New York Philharmonic,Adagio for Strings,Barber's Adagio and other Romantic Favorites for Strings,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5b/9e/db/5b9edb44-8028-1168-9002-0c5c2db8565d/mzaf_16788306060957760961.plus.aac.p.m4a,romantic symphony
p0233.ogg,Vladimir Horowitz,"Étude in C Minor, Op. 10, No. 12 ""Revolutionary""","Chopin: Ballades, Preludes and Etudes, Vol. 2",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/43/80/5a/43805ac5-1261-2392-e5d0-8341ae827544/mzaf_3762323251086513143.plus.aac.p.m4a,romantic symphony
p0234.ogg,Alina Kay & Ozz Gold,Everything is romantic (Reimagined),Everything is romantic (Reimagined) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/18/7a/64/187a64d1-b3cb-f97c-8176-4e75d6c94cfc/mzaf_12150769540853946482.plus.aac.p.m4a,romantic symphony
p0235.ogg,"Martha Argerich, London Symphony Orchestra & Claudio Abbado","Piano Concerto No. 1 in E Minor, Op. 11: I. Allegro maestoso","Chopin: Piano Concerto No. 1 in E Minor, Op. 11",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/05/7c/e5/057ce529-5974-4827-15cb-bb8c2b83ed93/mzaf_1944151296653832741.plus.aac.p.m4a,romantic symphony
p0236.ogg,Los Angeles Philharmonic & Gustavo Dudamel,"The Nutcracker, Op. 71, TH 14, Act I: No. 2, March (Live at Walt Disney Concert Hall, Los Angeles / 2013)","Tchaikovsky: The Nutcracker, Op. 71, TH 14 (Live at Walt Disney Concert Hall, Los Angeles 2013)",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/3f/f5/d6/3ff5d62d-79c1-ac2c-5fcb-4f7850bdeb45/mzaf_16389112532802843412.plus.aac.p.m4a,romantic symphony
p0237.ogg,Vienna Philharmonic & Franz Welser-Möst,"Symphony No. 8 in G Minor, Op. 88, B. 163: III. Allegretto grazioso - Molto vivace",Wagner / Strauss / Dvořák,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b4/06/6e/b4066e24-241e-519f-0e92-4f0323108ebe/mzaf_6847419514762826206.plus.aac.p.m4a,romantic symphony
p0238.ogg,Josef Krips & London Symphony Orchestra,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace",Beethoven: The Complete Symphony Collection,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/57/37/f3/5737f310-44bd-3305-5764-8d64dee66001/mzaf_18041609543189031657.plus.aac.p.m4a,romantic symphony
p0239.ogg,Gerry Rafferty,Right Down the Line,City to City,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/f9/de/86/f9de8670-0aa2-f815-f90a-d6f4254ac29a/mzaf_1840983217318001352.plus.aac.p.m4a,romantic symphony
p0240.ogg,"Richard Armstrong, London Philharmonic Orchestra & Roberto Alagna","Carmen, opéra-comique in 4 acts Act II: La fleur que tu m'avais jetée",Alagna: Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/14/7b/2c/147b2c64-b7e7-274a-a013-b2a7a6fcd4e6/mzaf_3567139231708360507.plus.aac.p.m4a,opera aria
p0241.ogg,"Rory Marsden, Alexander Wilson, Alex Tschallener & Jarmila Vantuchová","Carmen, Act I: L'amour est un oiseau rebelle",Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview114/v4/6e/86/c6/6e86c6db-005a-4e96-1ec6-95fc84f99f54/mzaf_18041631532455731016.plus.aac.p.m4a,opera aria
p0242.ogg,"Charles K. L. Davis, New York Philharmonic & Wilfred Pelletier","Turandot: Act III - ""Nessun Dorma""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e9/ce/1a/e9ce1a9d-2580-90e4-c177-0d1117085cf3/mzaf_13385667730055899186.plus.aac.p.m4a,opera aria
p0243.ogg,"Rory Marsden, Alexander Wilson, Alex Tschallener & Giuseppe Verdi","La Traviata, Act I: Libiamo, ne'lieti calici",Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/85/93/a2/8593a233-50a4-8f09-3cec-493da8a48da7/mzaf_1508725484655895354.plus.aac.p.m4a,opera aria
p0244.ogg,"Sir Thomas Beecham, Orchestre National de France, Choeur National de la Radiodiffusion Française, Bernard Plantey, Xavier Depraz, Victoria de los Ángeles, Ernest Blanc, Denise Monteil & Marcelle Croisier","Carmen, Act II: ""Votre toast, je peux vous le rendre""","100 Essential Opera Arias, Songs & Overtures",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/30/22/89/3022897c-88b3-3bd2-d75c-82b8b051acf8/mzaf_4232531376501540817.plus.aac.p.m4a,opera aria
p0245.ogg,"Anna Netrebko, Vienna Philharmonic & Gianandrea Noseda","La Bohème, Act I: ""Quando me'n vò"" (Musette's Waltz, Concert Version)",Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b6/87/99/b687991a-5749-6138-a384-d54d8be5fb07/mzaf_3666410741332413227.plus.aac.p.m4a,opera aria
p0246.ogg,"Bryn Terfel, James Levine & The Metropolitan Opera Orchestra","Die Zauberflöte, K. 620: Der Vogelfänger Bin Ich Ja (Papageno)",Bryn Terfel: Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cb/9a/ee/cb9aeeda-761d-b5f8-6422-f6b5d88f528e/mzaf_5647537529028610893.plus.aac.p.m4a,opera aria
p0247.ogg,"Dame Kiri Te Kanawa, John Pritchard & Paris Opera Orchestra",Don Giovanni: Mi Tradì Quell'alma e' Buona,Italian Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/73/4e/1d/734e1de3-d759-4e41-c237-a9f5976a9ec9/mzaf_5355805564283098884.plus.aac.p.m4a,opera aria
p0248.ogg,"Czech Symphony Orchestra, Prague Philharmonic Choir, Julian Bigg & Steven Page","The Barber of Seville: Act I - ""Largo Al Factotum""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/35/8e/4a/358e4acd-9ded-acd2-4f9d-346a280c08e5/mzaf_389699073445786371.plus.aac.p.m4a,opera aria
p0249.ogg,"Czech Symphony Orchestra, Julian Bigg, Susan McCulloch & Anne-Marie Owens","The Tales of Hoffmann (""Les Contes D'Hoffmann""): Act II - ""Barcarole""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4c/bf/97/4cbf9703-d274-8727-1ad7-fcd0ed726eb5/mzaf_8415406665145230889.plus.aac.p.m4a,opera aria
p0250.ogg,"Georges Prêtre, Maria Callas, Paris Opera Orchestra & Chœurs de l'Opéra national de Paris","Carmen, WD 31, Act I: L'amour est un oiseau rebelle (Habanera)",Best Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/20/5e/6a/205e6a73-b577-dc8c-5734-8f25fa60a03b/mzaf_12726630666372733911.plus.aac.p.m4a,opera aria
p0251.ogg,London Philharmonic Orchestra & David Parry,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",The 50 Greatest Pieces of Classical Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/96/da/dc/96dadc05-96db-5a0a-fba7-527671aa2153/mzaf_2567273436676299052.plus.aac.p.m4a,opera aria
p0252.ogg,Yannick Nézet-Séguin & Chamber Orchestra of Europe,"Le nozze di Figaro, K. 492: Sinfonia","Mozart: Le nozze di Figaro, K. 492",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/dc/e3/ec/dce3ec46-9900-0e5e-8c4a-19b6c2b4ceec/mzaf_13528483511072476544.plus.aac.p.m4a,opera aria
p0253.ogg,"Bulgarian National Radio Symphony Orchestra, John Landor & Rachel Rosales","The Magic Flute (""Die Zauberflöte""), K. 620: Act II - ""Der Hölle Rache""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/38/07/99380738-e922-1fe1-c856-02b128fd5cc1/mzaf_8620997454922537620.plus.aac.p.m4a,opera aria
p0254.ogg,"Emmanuelle Haïm, Le Concert d'Astrée & Natalie Dessay","Cleopatra - Arias from Giulio Cesare in Egitto, HWV 17: Atto terzo - Scene 3: Piangerò la sorte mia","Handel : ""Cleopatra"" - Giulio Cesare Opera arias",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/35/f2/bf/35f2bf2f-6cf4-747a-9310-4ee8e9f49e1a/mzaf_17704987559440134408.plus.aac.p.m4a,opera aria
p0255.ogg,Teodor Currentzis & MusicAeterna,"Don Giovanni, K. 527, Act I: Ouvertura","Mozart: Don Giovanni, K. 527",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a8/fc/a4/a8fca44a-5e1d-62d1-ca10-5d49733079a2/mzaf_4966933109525914456.plus.aac.p.m4a,opera aria
p0256.ogg,"Choeurs René Duclos, Georges Prêtre, Jean Laforge, Maria Callas & Paris Opera Orchestra","Carmen, Act I: L'amour est un oiseau rebelle (""Habanera"") [Carmen, Chorus]",Pure Maria Callas,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f3/48/dc/f348dcd3-e5e4-b4eb-2a00-a336763459b8/mzaf_2420131728633390642.plus.aac.p.m4a,opera aria
p0257.ogg,"Czech Symphony Orchestra, Julian Bigg & Anne-Marie Owens","Carmen: Act I - ""Habanera""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/05/52/f2/0552f2d8-c76d-d9b6-6658-e97b0c4f680f/mzaf_7756108190288922368.plus.aac.p.m4a,opera aria
p0258.ogg,"Bulgarian National Radio Symphony Orchestra, John Landor & Edward Pleasant","The Magic Flute ""Die Zauberflöte"", K. 620: Act I - ""Der Vogelfänger""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d9/fa/89/d9fa898a-3c64-eef4-4ebe-b42eab4b1333/mzaf_6257908136136608036.plus.aac.p.m4a,opera aria
p0259.ogg,"Dame Kiri Te Kanawa, John Pritchard & London Philharmonic Orchestra",Quando me'n vo' soletta per la via from Act II of La bohème (Musetta's Waltz Song),Great Opera Arias by Donizetti; Bellini; Mozart; Verdi & Puccini,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/66/c8/cd/66c8cd3d-c1a9-a6e0-b28a-3b3697be722c/mzaf_2378828484404177749.plus.aac.p.m4a,opera aria
p0260.ogg,"Michel Plasson, Orchestre National du Capitole de Toulouse & Natalie Dessay","Roméo et Juliette, Act 1: ""Ah! Je veux vivre dans le rêve"" (Juliette)",French Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2a/5f/73/2a5f73dc-0c04-745d-56a9-6d98350e6cc6/mzaf_11527037940405619365.plus.aac.p.m4a,opera aria
p0261.ogg,"Ileana Cotrubas, John Pritchard & Philharmonia Orchestra","Si, mi chiamano Mimi from La bohème",Great Opera Arias by Donizetti; Bellini; Mozart; Verdi & Puccini,https://audio-ssl.itunes.apple.com/itunes-assets/Music/b0/93/4f/mzm.nfkmmkbi.aac.p.m4a,opera aria
p0262.ogg,Brewer Chamber Orchestra & Rudolph Palmer Madeleine Tsingopoulos,"Rinaldo: Act II - ""Laschia Ch'io Pianga""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/97/25/11/9725116c-3d72-faab-8442-f5b68281c123/mzaf_12394212713285371755.plus.aac.p.m4a,opera aria
p0263.ogg,"Dame Kiri Te Kanawa, Paris Opera Orchestra & John Pritchard",Ah! Fuggi il traditor from Don Giovanni,Great Opera Arias by Donizetti; Bellini; Mozart; Verdi & Puccini,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/77/51/41/775141f0-9dfa-0b4b-dbec-3d81c62a7ae4/mzaf_15801923508839240125.plus.aac.p.m4a,opera aria
p0264.ogg,"Luciano Pavarotti, Dame Joan Sutherland, The London Opera Chorus, National Philharmonic Orchestra & Richard Bonynge","La traviata, Act I: Libiamo ne' lieti calici",Pavarotti (Music from the Motion Picture),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e2/b3/3a/e2b33a9d-fc94-9624-ac89-184a2cec6f30/mzaf_16468329817695783484.plus.aac.p.m4a,opera aria
p0265.ogg,"Sumi Jo, Rundfunk-Sinfonieorchester Berlin & Roberto Paternostro","Die Zauberflote (The Magic Flute), K. 620, Act II: Der Holle Rache Kocht In Meinem Herzen","Mozart, Bellini, Verdi, Rossini, Gounod, Massenet, Puccini, Schmidt & Wagner: Opera Arias",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/f4/e7/99f4e77c-23b2-78ff-f394-c36582329ea3/mzaf_14295911353160373809.plus.aac.p.m4a,opera aria
p0266.ogg,"Marina Rebeka, Royal Liverpool Philharmonic Orchestra & Speranza Scappucci","Die Entführung aus dem Serail, K. 384: ""Traurigkeit ward mir zum Lose"" (Konstanze)",Mozart: Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/59/f5/8d/59f58d4f-3581-914a-c5f1-1f07a74407f9/mzaf_12931178407640682862.plus.aac.p.m4a,opera aria
p0267.ogg,"Czech Symphony Orchestra, Julian Bigg & Steven Page","Carmen: Act II - ""Votre Toast Je Peux Vous Rendre"" (Toreador's Song)",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/79/23/df/7923df2d-117e-4b91-2bd4-59717d99f2d5/mzaf_8199416455559907681.plus.aac.p.m4a,opera aria
p0268.ogg,"Marie-Nicole Lemieux, Opéra Orchestre national de Montpellier Occitanie & Enrique Mazzola",Il barbiere di Siviglia: Una voce poco fa (Live),Rossini: Opera Arias & Duets (Live),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d2/d4/11/d2d41140-83f4-0ae4-832a-f89e242404c3/mzaf_6386823096367061068.plus.aac.p.m4a,opera aria
p0269.ogg,"Diana Damrau, Le Cercle de l'Harmonie & Jérémie Rhorer","Die Zauberflöte, K. 620, Act II: ""Der Hölle Rache"" (Königin der Nacht)","Mozart, Righini, Salieri: Arie di bravura",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f5/19/c8/f519c81e-92ec-1256-6d38-d172cfd3f09f/mzaf_12523567515728644460.plus.aac.p.m4a,opera aria
p0270.ogg,"London Philharmonic Orchestra, David Parry & London Philharmonic Choir","The Messiah, HWV 56: Hallelujah Chorus",The 50 Greatest Pieces of Classical Music,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/93/b7/16/93b7167c-f444-94e5-b3f0-baa6c2248385/mzaf_4109710656839566785.plus.aac.p.m4a,opera aria
p0271.ogg,"Bulgarian National Radio Symphony Orchestra, John Landor, Christine Moore & Rachel Rosales","Lakmé: Act I - ""Dome Epais"" (Flower Duet)",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c2/22/48/c2224882-80b5-b860-3a6d-a605e7d0bc25/mzaf_8703899241938980292.plus.aac.p.m4a,opera aria
p0272.ogg,"Elīna Garanča, Latvian National Symphony Orchestra & Alexandrs Vilumanis","Le nozze di Figaro (The Marriage of Figaro), K. 492: Act II: Voi, che sapete che cosa e amor",Opera Arias (Favourite),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/17/3f/c1/173fc1f9-5c41-42a2-9157-c8eade7919b2/mzaf_938336845148173029.plus.aac.p.m4a,opera aria
p0273.ogg,"Brewer Chamber Orchestra, Rudolph Palmer & Jennifer Lane","Serse (Xerxes): Act I - ""Ombra Mai Fu""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/44/88/a2/4488a249-4346-d606-7988-4971eedebba5/mzaf_3028956801867052502.plus.aac.p.m4a,opera aria
p0274.ogg,"Luciano Pavarotti, John Alldis Choir, Wandsworth School Boys' Choir, London Philharmonic Orchestra & Zubin Mehta","Turandot, Act III: ""Nessun dorma!"" (Remastered 2013)",Pavarotti The 50 Greatest Tracks,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d3/a4/6b/d3a46bb6-13b8-9ef9-b9eb-a8fa4595a026/mzaf_12445656601223835661.plus.aac.p.m4a,opera aria
p0275.ogg,"Anna Netrebko, Elīna Garanča, SWR Sinfonieorchester Baden-Baden und Freiburg & Marco Armiliato","Lakmé: Viens, Mallika, ... Dôme épais (Flower Duet)",The Opera Gala - Live from Baden-Baden,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/1f/2a/4c/1f2a4c96-a773-0190-1b16-21aebbfb26b8/mzaf_9881605376649474680.plus.aac.p.m4a,opera aria
p0276.ogg,"Simone Kermes, Le Musiche Nove & Claudio Osele","L'Olimpiade: Tu Me Da Me Dividi (Aria Di Aristea. Atto II, Scena 9.)",Lava - Opera Arias from 18th Century Naples,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/90/9f/98/909f9899-69e8-b3a1-7fa2-f3e4324a3a43/mzaf_15944699734282828863.plus.aac.p.m4a,opera aria
p0277.ogg,"Renata Scotto, Gianandrea Gavazzeni & London Symphony Orchestra","La Bohème, Act II: ""Quando M'en Vo' Soletta (Musetta's Waltz)""",Renata Scotto: Italian Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4c/ad/50/4cad505a-1987-6249-18b6-01c677fd42df/mzaf_4415468745520211888.plus.aac.p.m4a,opera aria
p0278.ogg,"Bulgarian National Radio Symphony Orchestra, John Landor & Patrick Marques","The Magic Flute (""Die Zauberflöte""), K. 620: Act I - ""Dies Bildnis""",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/bb/cc/5a/bbcc5a23-3b0d-a2d7-a46c-6ae74c4f5920/mzaf_7832346127061626619.plus.aac.p.m4a,opera aria
p0279.ogg,"Czech Symphony Orchestra, Julian Bigg, Prague Philharmonic Choir, John Oakman & Susan McCulloch","La Traviata: Act I - ""Libiamo Ne'lieti"" (Brindisi )",66 Most Beautiful Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/20/00/c6/2000c645-f06f-ec44-a56f-8005611bc270/mzaf_15713334510142482266.plus.aac.p.m4a,opera aria
p0280.ogg,"Luciano Pavarotti, Richard Bonynge, National Philharmonic Orchestra, Dame Joan Sutherland & The London Opera Chorus","La traviata, Act I: Libiamo ne'lieti calici",Verdi: La Traviata,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/cc/c7/8e/ccc78e59-eafc-00f8-a4a0-bb8248da232c/mzaf_6739545534446438188.plus.aac.p.m4a,opera aria
p0281.ogg,"Anna Netrebko, Vienna Philharmonic, Gianandrea Noseda & David Aronson","Idomeneo, re di Creta, K. 366, Act I: ""Quando avran fine omai"" - ""Padre, germani, addio!""",Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4d/9d/86/4d9d8698-a5b7-089d-aa06-af7510d41c8c/mzaf_212429076883975403.plus.aac.p.m4a,opera aria
p0282.ogg,"Compagnia d'Opera Italiana, Antonello Gotta & Gabriela Cegolea",Norma: Casta Diva,"51 Most Loved Opera Arias, Vol. 1",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f5/1b/46/f51b463f-3c58-1669-bd8f-7aff5d319171/mzaf_9306184184534235647.plus.aac.p.m4a,opera aria
p0283.ogg,"Concerto Köln, Emmanuelle Haïm & Philippe Jaroussky",L'Olimpiade - Aria: Lo seguitai felice,Caldara : Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/7d/44/d2/7d44d29d-e47e-1d08-8f7c-a7a453f9e43b/mzaf_17007926495123697022.plus.aac.p.m4a,opera aria
p0284.ogg,"Rory Marsden, Alexander Wilson & Alex Tschallener","The Magic Flute, K. 620, Act II: Der Hölle Rache",Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8f/d0/cf/8fd0cfdf-cb3e-f0bf-55e6-1f27c936d34c/mzaf_13960221237575852917.plus.aac.p.m4a,opera aria
p0285.ogg,"Wolfgang Brendel, Munich Radio Orchestra & Heinz Wallberg",Il barbiere di Siviglia: Largo al factotum della città,Famous Opera Arias,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/66/e7/be/66e7be19-b702-9e44-c39e-6c271eb05eae/mzaf_10685950385140845119.plus.aac.p.m4a,opera aria
p0286.ogg,"Berlin Philharmonic, Chor des Deutschen Staatsoper, Eberhard Friedrich, Magdalena Kožená, Sir Simon Rattle, Vinzenz Weissenburger & Kinderchor der Deutschen Staatsoper Berlin","Carmen, Act 1: ""L'amour est un oiseau rebelle"" (Carmen, Cigarières, Jeunes gens, Dragons)",Bizet: Carmen,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2b/33/89/2b3389d2-a38a-e088-22a5-77680308e3f8/mzaf_6895262176883914456.plus.aac.p.m4a,opera aria
p0287.ogg,"Dilber, Eri Klas & Estonia Opera Orchestra","Lakme: Lakme, Act II: Ou Va la Jeune Indoue, ""Bell Song""","Bellini, Verdi, Meyerbeer, Delibes, Donizetti, Strauss II & R. Strauss: Opera Arias (Coloratura)",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c5/ae/02/c5ae02e6-0275-96c0-20ae-e87dba91d814/mzaf_17728413789624046497.plus.aac.p.m4a,opera aria
